ID,Drug,SMILES
176,DB00215,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
177,DB01066,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
178,DB02701,NC(=O)c1cccnc1
179,DB00419,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
180,DB00999,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
181,DB00559,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
182,DB01240,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21
183,DB00989,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
184,DB00911,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
185,DB00846,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
186,DB06151,CC(=O)N[C@@H](CS)C(=O)O
187,DB00427,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
188,DB01106,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
189,DB00343,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
190,DB00966,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
191,DB08887,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
192,DB01275,NNc1nncc2ccccc12
193,DB00014,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
194,DB01104,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
195,DB00288,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
196,DB00714,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
197,DB00214,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
198,DB01098,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
199,DB00121,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
200,DB01071,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
201,DB00176,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
202,DB00972,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
203,DB00291,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
204,DB00816,CC(C)NCC(O)c1cc(O)cc(O)c1
205,DB00552,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
206,DB00398,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
207,DB00653,O=S(=O)([O-])[O-].[Mg+2]
208,DB00724,CC(C)Cn1cnc2c(N)nc3ccccc3c21
209,DB00988,NCCc1ccc(O)c(O)c1
210,DB01268,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
211,DB01296,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
212,DB00749,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
213,DB00334,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
214,DB00388,CNC[C@H](O)c1cccc(O)c1
215,DB00481,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
216,DB01003,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
217,DB00203,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
218,DB00146,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O
219,DB01018,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
220,DB01045,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
221,DB00960,CC(C)NCC(O)COc1cccc2[nH]ccc12
222,DB00195,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
223,DB00007,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1
224,DB05676,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
225,DB00455,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
226,DB00313,CCCC(CCC)C(=O)O
227,DB09053,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
228,DB01186,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
229,DB00521,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
230,DB08801,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
231,DB00884,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
232,DB00206,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
233,DB14540,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
234,DB00494,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
235,DB01148,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
236,DB00524,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
237,DB00273,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
238,DB08992,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1
239,DB00341,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
240,DB00323,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
241,DB00751,NC1=NCC2c3ccccc3Cc3ccccc3N12
242,DB00540,CNCCC=C1c2ccccc2CCc2ccccc21
243,DB00331,CN(C)C(=N)NC(=N)N
244,DB00745,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
245,DB04572,S=P(N1CC1)(N1CC1)N1CC1
246,DB01115,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
247,DB00853,Cn1nnc2c(C(N)=O)ncn2c1=O
248,DB00475,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
249,DB01620,CN(C)CCC(c1ccccc1)c1ccccn1
250,DB00967,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
251,DB00458,CN(C)CCCN1c2ccccc2CCc2ccccc21
252,DB00641,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
253,DB00376,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
254,DB00748,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
255,DB00928,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
256,DB01241,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
257,DB08933,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
258,DB04861,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
259,DB13399,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
260,DB00555,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
261,DB00778,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
262,DB00244,Nc1ccc(O)c(C(=O)O)c1
263,DB00392,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
264,DB00401,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
265,DB00582,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
266,DB00542,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O
267,DB00310,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
268,DB09166,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
269,DB00580,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
270,DB00391,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
271,DB01069,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
272,DB01020,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
273,DB00691,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
274,DB11085,Oc1cccc(O)c1
275,DB00719,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
276,DB00126,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
277,DB01436,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O
278,DB00861,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
279,DB03904,NC(N)=O
280,DB00480,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
281,DB01064,CC(C)NCC(O)c1ccc(O)c(O)c1
282,DB00835,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
283,DB01188,Cc1cc(C2CCCCC2)n(O)c(=O)c1
284,DB00790,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
285,DB00873,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)OCCl
286,DB00715,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
287,DB09074,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
288,DB00903,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
289,DB00190,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
290,DB08906,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
291,DB00567,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
292,DB01146,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
293,DB00814,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
294,DB01173,Cc1ccccc1C(OCCN(C)C)c1ccccc1
295,DB00373,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
296,DB01144,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
297,DB00424,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
298,DB00122,C[N+](C)(C)CCO
299,DB00283,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
300,DB08800,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
301,DB00684,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
302,DB00368,NC[C@H](O)c1ccc(O)c(O)c1
303,DB00734,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
304,DB00820,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
305,DB00950,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
306,DB00387,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
307,DB00870,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
308,DB00589,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
309,DB00342,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
310,DB06262,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1
311,DB01599,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
312,DB00277,Cn1c(=O)c2[nH]cnc2n(C)c1=O
313,DB00270,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
314,DB00787,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
315,DB01170,NC(N)=NCCN1CCCCCCC1
316,DB01395,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C
317,DB11581,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
318,DB01553,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
319,DB00929,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
320,DB08802,CC(CN1c2ccccc2Sc2cccnc21)N(C)C
321,DB00213,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
322,DB01137,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
323,DB04272,O=C(O)CC(O)(CC(=O)O)C(=O)O
324,DB00636,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
325,DB00451,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
326,DB00253,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
327,DB00175,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
328,DB00180,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
329,DB00457,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
330,DB00709,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
331,DB00115,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-][C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](n6cnc7cc(C)c(C)cc76)[C@@H]1O)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O.[C-]#N.[Co+3]
332,DB01224,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
333,DB01278,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O
334,DB00182,CC(N)Cc1ccccc1
335,DB00177,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C
336,DB00557,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
337,DB01023,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
338,DB00316,CC(=O)Nc1ccc(O)cc1
339,DB01364,CN[C@@H](C)[C@H](O)c1ccccc1
340,DB00604,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC
341,DB01030,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
342,DB00762,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
343,DB02659,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
344,DB09300,CCCC[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
345,DB00445,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
346,DB01956,NCCS(=O)(=O)O
347,DB00525,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
348,DB06710,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
349,DB01108,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
350,DB01169,O=[As]O[As]=O
351,DB00982,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
352,DB00648,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
353,DB00663,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
354,DB01558,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
355,DB06809,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
356,DB00205,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
357,DB00187,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
358,DB00800,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
359,DB00188,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
360,DB01100,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
361,DB00484,Brc1c(NC2=NCCN2)ccc2nccnc12
362,DB01054,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
363,DB00880,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
364,DB06216,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O
365,DB14543,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
366,DB00859,CC(C)(S)[C@@H](N)C(=O)O
367,DB01162,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
368,DB01156,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
369,DB09293,[131I-]
370,DB00437,Oc1ncnc2[nH]ncc12
371,DB01185,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
372,DB00624,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
373,DB01595,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
374,DB01230,NC1=NC(=O)C(c2ccccc2)O1
