ID,Drug,SMILES
707,DB06196,N=C(N)NCCC[C@H](NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1cccs1)NC(=O)CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](N)CCCNC(=N)N)C(=O)O
708,DB00780,NNCCc1ccccc1
709,DB00405,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
710,DB00699,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
711,DB06771,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
712,DB01063,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
713,DB04847,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12
714,DB01175,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
715,DB01043,CC12CC3CC(C)(C1)CC(N)(C3)C2
716,DB00933,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21
717,DB11820,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1
718,DB01019,CC(C[N+](C)(C)C)OC(N)=O
719,DB00265,CC=CC(=O)N(CC)c1ccccc1C
720,DB00152,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
721,DB00609,CCc1cc(C(N)=S)ccn1
722,DB08865,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
723,DB01044,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
724,DB06287,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
725,DB00255,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
726,DB01247,Cc1cc(C(=O)NNCc2ccccc2)no1
727,DB01201,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
728,DB01076,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
729,DB01576,C[C@H](N)Cc1ccccc1
730,DB00130,NC(=O)CC[C@H](N)C(=O)O
731,DB00361,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
732,DB06777,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
733,DB00320,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
734,DB08931,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
735,DB00674,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
736,DB01551,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
737,DB01265,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
738,DB01623,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
739,DB00400,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
740,DB00385,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
741,DB08910,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
742,DB09102,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C
743,DB06712,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
744,DB08822,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
745,DB06813,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
746,DB01166,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
747,DB00659,CC(=O)NCCCS(=O)(=O)O
748,DB06718,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
749,DB00888,CN(CCCl)CCCl
750,DB00697,Clc1ccc2nsnc2c1NC1=NCCN1
751,DB08897,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
752,DB01589,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
753,DB11574,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C
754,DB00141,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
755,DB00431,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
756,DB00477,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
757,DB08908,COC(=O)/C=C/C(=O)OC
758,DB00839,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
759,DB00740,Nc1nc2ccc(OC(F)(F)F)cc2s1
760,DB04930,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
761,DB00491,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
762,DB00327,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
763,DB01080,C=CC(N)CCC(=O)O
764,DB00623,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
765,DB01014,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
766,DB09265,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O
767,DB00211,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
768,DB01021,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
769,DB00201,Cn1c(=O)c2c(ncn2C)n(C)c1=O
770,DB01105,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
771,DB00460,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC
772,DB00232,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
773,DB00299,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1
774,DB00760,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
775,DB08874,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C
776,DB00775,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
777,DB01214,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
778,DB04920,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
779,DB01198,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
780,DB00432,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
781,DB01118,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
782,DB06603,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1
783,DB00628,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
784,DB01086,CCOC(=O)c1ccc(N)cc1
785,DB12243,CC1=NN(c2ccccc2)C(=O)C1
786,DB00379,Cc1cccc(C)c1OCC(C)N
787,DB00530,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
788,DB11560,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12
789,DB01744,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
790,DB08820,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
791,DB09357,CC(C)(CO)[C@@H](O)C(=O)NCCCO
792,DB01117,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
793,DB00548,O=C(O)CCCCCCCC(=O)O
794,DB05013,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
795,DB00231,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
796,DB04942,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
797,DB01120,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1
798,DB01377,[Mg+2].[O-2]
799,DB00848,c1ccc([C@H]2CN3CCSC3=N2)cc1
800,DB08889,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
801,DB00284,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
802,DB00669,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
803,DB06413,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1
804,DB00349,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
805,DB09063,Cc1cc(Nc2ncc(Cl)c(=Nc3ccccc3S(=O)(=O)C(C)C)[nH]2)c(OC(C)C)cc1C1CCNCC1
806,DB11092,[F-].[F-].[Sn+2]
807,DB00990,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
808,DB00104,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
809,DB00459,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
810,DB06637,Nc1ccncc1
811,DB01143,NCCCNCCSP(=O)(O)O
812,DB01085,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
813,DB09232,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
814,DB06212,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1
815,DB00158,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
816,DB06724,O=C([O-])[O-].[Ca+2]
817,DB00363,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
818,DB13156,CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
819,DB01216,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
820,DB13997,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O
821,DB08828,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
822,DB01011,CC(C)(C(=O)c1cccnc1)c1cccnc1
823,DB01075,CN(C)CCOC(c1ccccc1)c1ccccc1
824,DB04865,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4
825,DB00461,COc1ccc2cc(CCC(C)=O)ccc2c1
826,DB00131,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
827,DB00912,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
828,DB00464,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+]
829,DB01077,CC(O)(P(=O)(O)O)P(=O)(O)O
830,DB00233,Nc1ccc(C(=O)O)c(O)c1
831,DB00489,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
832,DB12245,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1
833,DB13207,N=C(N)NCCC[C@H](N)C(=O)O.N[C@@H](CCC(=O)O)C(=O)O
834,DB00371,CCCC(C)(COC(N)=O)COC(N)=O
835,DB09065,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
836,DB09017,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
837,DB05219,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1
838,DB09229,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
839,DB00558,CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
840,DB00831,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
841,DB01545,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O
842,DB00370,CN1CCN2c3ncccc3Cc3ccccc3C2C1
843,DB01195,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
844,DB01228,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
845,DB00640,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
846,DB00698,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
847,DB00499,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
848,DB06210,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O
849,DB00067,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O.NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
850,DB08934,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
851,DB01579,C[C@H]1[C@H](c2ccccc2)OCCN1C
852,DB01260,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
853,DB04878,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
854,DB09031,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
855,DB06605,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
856,DB00672,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
857,DB01200,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
858,DB00378,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
859,DB09183,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C
860,DB01393,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
861,DB01157,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
862,DB00278,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1
863,DB00503,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
864,DB01440,O=C(O)CCCO
865,DB01132,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
866,DB00143,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O
867,DB00159,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
868,DB00608,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
869,DB09042,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1
870,DB00166,O=C(O)CCCC[C@@H]1CCSS1
871,DB01356,[Li+]
872,DB01220,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
873,DB00470,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
874,DB00222,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
875,DB00435,[N]=O
876,DB00995,CC(=O)OC[C@H]1O[C@@H]([S-])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.CC[P-2](CC)CC.[Au+3]
877,DB01124,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
878,DB11431,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C
879,DB00465,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
880,DB00390,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
881,DB06803,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
882,DB11575,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1
883,DB00151,N[C@@H](CS)C(=O)O
884,DB09272,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O
885,DB00897,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
886,DB00649,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
887,DB01612,CCCCCON=O
888,DB00879,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
889,DB00642,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
890,DB01677,O=C(O)/C=C/C(=O)O
891,DB00947,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
892,DB00216,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
893,DB01182,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
